weight,height,color,no_of_wheels,vehicle_type
1763,199,green,2,bike
1221,161,green,2,car
1732,178,green,4,bike
1288,130,green,4,bike
1661,111,red,4,bike
1175,133,red,2,bike
1461,103,green,4,bike
1305,156,blue,4,car
2337,173,red,2,car
1057,161,red,2,car
2967,166,red,2,car
2344,125,blue,4,car
1162,195,green,2,car
1598,115,blue,2,bike
2425,113,red,4,bike
2672,103,blue,2,car
2180,100,red,4,bike
2558,177,green,2,bike
2731,157,green,2,car
1800,141,green,4,car
2886,133,red,2,bike
1007,176,green,2,car
1742,187,green,2,bike
1781,178,blue,2,bike
2193,152,green,4,bike
2189,168,green,2,car
2445,128,blue,2,bike
1262,184,red,2,bike
1242,133,blue,4,car
2631,165,red,4,car
1843,168,red,2,bike
2780,184,red,2,bike
2250,193,red,2,car
1767,116,red,4,car
1411,153,red,4,car
2798,109,red,4,car
2149,139,red,2,car
2386,103,blue,2,bike
1628,147,blue,2,car
1438,189,blue,2,bike
2969,134,blue,2,car
1126,147,red,2,car
1895,200,red,4,bike
2981,130,green,4,bike
1820,197,blue,2,car
2656,172,red,2,car
1483,114,green,4,bike
1311,155,red,4,car
2973,152,red,4,car
1447,159,blue,4,bike
1790,118,blue,4,car
1175,139,red,2,car
2245,163,green,2,car
1235,134,red,2,car
1914,101,blue,2,bike
2348,125,red,2,car
2267,199,red,4,bike
2995,154,red,2,car
1297,194,blue,2,bike
1839,146,green,2,car
2599,133,blue,2,car
1295,189,red,4,car
2502,124,blue,2,car
1480,161,blue,2,car
1784,165,red,4,car
2316,183,green,2,car
2332,102,blue,4,car
1047,165,green,4,bike
1827,134,red,4,bike
1759,121,red,4,bike
2456,159,blue,2,bike
1323,172,red,4,bike
1089,198,blue,4,car
1222,164,green,2,car
2482,118,blue,2,car
1758,147,red,2,car
2825,169,green,2,car
1737,171,red,4,car
1034,113,green,2,bike
1934,188,green,4,car
2834,133,red,4,car
2740,152,blue,4,bike
2210,180,blue,4,car
2043,106,blue,2,car
1287,137,green,2,car
2048,123,blue,2,bike
1304,200,red,4,bike
1986,146,red,2,car
1205,165,blue,2,car
1587,147,green,4,car
2289,156,green,4,bike
2286,199,red,4,car
2065,147,red,4,bike
2186,148,blue,4,bike
1323,144,green,4,car
1203,119,green,4,car
2786,129,blue,4,car
2060,130,blue,4,car
1690,107,green,2,car
1035,198,green,2,bike
1123,119,blue,4,bike
1896,137,blue,2,car
1582,180,red,2,bike
1502,129,red,2,car
2032,195,green,2,bike
2230,104,blue,4,bike
2754,181,green,2,bike
1784,173,green,2,bike
2754,109,green,4,car
1195,137,green,2,bike
2242,118,green,4,bike
2647,187,red,4,car
2083,153,green,2,bike
2615,126,green,4,bike
2679,137,red,4,bike
2029,121,blue,4,car
2441,194,green,4,car
2683,109,green,2,bike
2836,150,red,2,bike
1357,162,green,2,bike
1329,138,red,4,car
2595,111,blue,2,car
1142,158,blue,4,car
2030,198,green,2,bike
2575,186,green,2,car
2016,134,blue,4,car
2916,133,red,2,bike
1821,114,blue,4,car
1146,165,green,2,car
1731,109,green,2,bike
1918,170,red,2,car
1048,179,red,4,bike
1304,135,green,2,bike
1613,128,blue,4,car
1763,197,green,4,bike
2732,116,red,4,bike
1362,161,red,4,bike
1711,182,blue,2,bike
2009,179,blue,4,bike
2392,179,green,4,bike
1632,103,green,2,car
2238,120,blue,2,bike
1063,167,blue,4,car
1042,121,blue,2,bike
2433,107,green,2,car
2967,162,green,4,car
1300,115,red,4,bike
2060,103,blue,2,bike
2732,139,green,4,bike
1587,117,blue,4,bike
2225,115,blue,4,car
2193,174,green,2,bike
1738,166,blue,4,car
1549,183,blue,2,car
1427,140,green,2,bike
2648,188,red,2,bike
2631,130,green,4,bike
2512,137,red,4,bike
1331,152,green,4,car
2086,194,red,2,bike
2983,188,blue,4,car
1006,136,blue,4,car
1190,129,blue,4,bike
1941,123,red,2,car
1774,164,blue,2,car
1652,118,green,2,bike
1287,101,blue,4,car
2119,192,blue,4,bike
1063,178,red,2,car
2653,117,blue,2,bike
1637,131,blue,4,bike
2696,133,blue,2,bike
1631,133,red,2,car
2533,155,blue,4,car
2891,179,red,2,bike
1066,165,green,2,car
2068,157,blue,2,car
2932,179,blue,4,bike
1232,133,blue,2,car
2917,187,blue,2,car
2343,120,green,4,bike
2820,132,red,4,car
2299,194,red,4,bike
1597,118,blue,2,bike
2469,157,blue,2,bike
2016,141,blue,2,car
2715,139,green,2,bike
2376,116,red,2,bike
1994,195,green,2,car
2097,136,green,4,bike
1697,170,green,4,car
1445,122,red,4,car
2710,182,green,2,car
1465,161,red,2,car
1874,102,red,2,bike
2792,188,green,4,bike
1464,165,green,2,car
2246,183,blue,2,bike
1974,173,red,4,car
2631,145,green,4,bike
2252,125,green,4,car
2323,199,red,2,bike
2807,141,blue,4,car
1941,106,blue,4,bike
1968,150,blue,4,bike
2433,153,blue,4,car
1262,191,blue,4,car
2870,120,green,4,car
1968,165,blue,4,bike
1906,194,green,2,bike
2804,101,green,4,bike
1579,148,blue,2,bike
1070,174,green,4,bike
2900,105,green,4,car
2633,147,red,4,bike
1876,190,green,4,car
1034,115,blue,4,car
2211,191,blue,2,bike
2197,195,red,2,car
1751,179,blue,4,bike
2542,188,red,4,bike
1364,175,blue,2,bike
2697,104,blue,4,car
1520,141,red,2,car
2486,124,blue,2,bike
2872,111,green,2,bike
1842,186,red,2,car
1482,192,red,4,bike
2561,164,blue,2,car
1146,172,blue,2,bike
2172,110,blue,4,car
2803,144,green,4,car
2410,182,green,2,bike
1288,181,green,4,bike
2474,139,red,2,bike
2114,130,green,4,car
2434,192,green,4,car
2590,101,green,2,car
2677,153,red,2,bike
2853,178,blue,2,car
1983,147,blue,2,car
2147,157,red,2,bike
2442,163,red,2,car
2008,145,green,4,bike
2009,200,blue,4,car
1323,119,green,2,bike
1611,105,blue,2,car
1701,175,green,2,bike
1811,132,red,2,car
1577,127,blue,4,car
2642,155,green,4,bike
1535,137,red,4,car
2527,105,blue,4,car
1215,140,blue,4,bike
1658,144,blue,2,bike
2966,193,red,2,bike
2131,178,blue,2,car
2320,198,red,4,car
1543,123,red,4,bike
1610,122,blue,2,bike
2495,107,blue,2,car
2269,126,green,4,bike
1441,170,red,4,car
2999,174,green,2,car
2296,119,red,4,car
2531,144,blue,2,car
1266,124,green,2,bike
2329,194,blue,2,bike
2332,181,red,2,bike
1918,154,blue,4,car
1368,194,blue,4,car
1072,180,green,2,bike
1707,115,blue,2,car
1668,131,red,4,car
2116,187,red,4,car
1161,133,red,2,bike
1308,136,green,4,car
2855,137,red,2,car
1699,180,green,2,bike
2875,148,blue,4,car
2149,140,green,4,car
1992,125,blue,2,car
1491,197,green,2,car
2045,118,green,4,bike
1663,143,blue,2,car
2014,124,red,4,car
1534,157,red,2,bike
1914,199,green,2,car
2126,108,green,4,car
1943,183,green,2,car
1049,134,red,4,car
2241,193,red,4,car
1608,198,green,2,car
1631,176,red,2,bike
2337,196,green,2,bike
1557,129,red,2,bike
2518,165,blue,2,car
2037,136,green,2,bike
1830,102,green,2,car
1192,187,red,2,bike
1689,195,blue,2,car
1722,128,red,4,bike
2257,134,green,2,car
1036,190,green,4,bike
1371,155,blue,4,bike
1055,186,blue,4,car
2917,195,blue,2,bike
2175,124,green,2,bike
2177,157,green,4,car
2446,180,blue,2,car
2429,182,red,4,bike
2659,124,blue,2,car
2566,113,blue,4,car
1066,100,red,4,bike
2902,139,green,4,bike
2959,193,green,4,car
2462,108,blue,2,bike
2814,154,red,4,bike
2762,133,red,2,bike
2197,119,red,2,bike
2612,105,green,2,car
2626,124,blue,2,bike
2311,138,blue,2,bike
2793,119,blue,4,car
1267,146,green,2,car
1973,182,red,4,car
2858,107,green,2,car
2470,111,blue,2,bike
1422,123,green,2,car
2201,176,red,2,bike
2878,171,red,4,car
1962,105,green,2,bike
2087,191,green,2,bike
1503,193,blue,4,car
2146,113,red,2,bike
2381,141,red,2,bike
2164,133,red,4,car
1300,183,red,2,bike
1737,163,red,2,bike
1986,128,blue,4,bike
1759,194,blue,4,car
2305,114,blue,4,car
1644,185,blue,2,car
1108,165,blue,2,bike
2843,194,blue,2,car
2983,123,red,2,car
1164,199,red,2,bike
2931,156,blue,2,car
2305,159,blue,4,bike
1013,170,blue,4,bike
2316,188,red,2,car
1207,108,red,2,car
1561,170,green,2,bike
1291,132,green,4,bike
2186,117,red,2,car
2333,188,green,2,bike
1444,150,blue,2,bike
1973,111,green,2,bike
2636,199,blue,4,bike
1014,125,red,4,car
2971,133,red,4,car
1613,124,red,2,car
1998,101,blue,2,bike
2886,112,red,4,bike
1890,161,green,4,car
2958,134,red,4,bike
1683,100,blue,4,car
1646,160,blue,4,car
1309,190,green,2,bike
1329,134,blue,2,bike
1655,142,red,2,car
1814,135,green,2,car
2687,191,red,4,bike
1748,152,red,2,car
2597,107,red,4,car
2899,162,red,2,car
2206,115,red,2,car
2838,152,blue,2,car
1610,100,blue,2,car
2469,190,red,2,bike
1415,137,red,4,bike
1727,128,red,2,car
2058,166,red,4,bike
1655,168,green,2,bike
2461,140,red,2,car
2896,110,blue,4,car
1196,181,red,4,bike
1465,150,green,4,bike
2858,153,red,4,car
2122,193,green,4,bike
1658,131,blue,2,car
1462,170,red,2,bike
1555,121,blue,4,bike
2030,151,blue,2,bike
1962,123,green,4,bike
2997,112,blue,4,bike
2779,112,red,2,bike
1660,150,blue,2,car
2842,138,red,2,bike
1547,135,red,2,car
2276,161,blue,4,car
2529,126,blue,4,car
2092,178,red,4,car
1485,115,green,2,bike
1831,123,green,2,bike
1648,198,green,2,car
2278,192,blue,2,bike
2403,186,green,2,car
2363,139,red,2,car
1424,179,blue,4,car
2031,180,red,2,car
2701,120,green,4,car
1355,177,red,4,car
2865,171,red,4,bike
2422,174,green,2,car
2650,155,green,2,car
1788,105,blue,4,car
1895,149,blue,2,car
2610,113,red,2,bike
2388,125,green,2,bike
2846,200,red,4,bike
2626,197,blue,2,bike
2191,129,blue,2,car
2492,149,blue,4,car
1296,104,red,4,car
2361,104,blue,2,car
2360,140,green,2,bike
2206,152,green,2,bike
2904,151,red,2,car
1732,160,green,2,car
1948,158,red,4,bike
2365,180,green,2,car
1809,170,green,4,bike
1715,170,green,4,car
1826,114,green,4,bike
1878,116,red,4,car
1503,143,green,4,car
1020,148,blue,4,car
1700,160,red,2,car
1065,122,green,4,bike
1092,102,red,4,car
1413,176,blue,2,bike
1958,114,green,2,bike
1795,159,blue,4,bike
1758,146,blue,2,bike
2563,166,red,2,car
1847,170,blue,2,car
1141,115,green,4,car
1797,110,blue,2,car
1161,118,red,4,car
2203,101,blue,2,car
2696,130,red,2,bike
1448,170,green,2,bike
1271,148,red,4,car
2668,170,blue,2,car
2244,124,red,2,car
1938,187,green,2,bike
2285,154,green,4,bike
1659,143,green,4,car
1389,120,red,2,bike
2575,138,blue,2,bike
2597,124,red,2,car
2115,192,blue,4,car
1020,114,red,4,car
1690,102,blue,2,car
1535,181,blue,2,bike
1090,137,red,2,bike
2487,131,green,4,bike
1195,143,green,4,bike
1201,107,blue,2,car
2213,113,blue,2,car
2736,111,blue,4,car
2980,150,blue,2,car
1571,100,blue,2,car
1106,135,green,4,car
2305,198,blue,2,bike
1939,196,blue,2,bike
2480,194,blue,4,bike
2637,168,green,2,bike
2657,196,green,2,car
2707,172,green,4,car
1331,161,red,4,car
1506,110,blue,2,car
1912,105,blue,4,bike
1249,138,red,4,bike
1800,166,blue,2,car
2065,174,red,2,car
2260,121,blue,2,car
1302,188,green,4,bike
2068,121,green,2,car
1777,118,red,4,car
2056,103,blue,2,car
2029,141,green,2,bike
1589,116,green,2,bike
1134,151,green,4,car
2704,114,red,2,car
2207,103,red,4,bike
2572,177,green,2,car
2336,141,blue,4,bike
2634,171,blue,2,car
1199,112,green,2,bike
2104,137,blue,2,car
2133,147,blue,2,bike
1727,185,blue,4,bike
1219,181,blue,2,bike
2962,171,blue,2,car
1288,126,blue,2,car
1231,150,green,4,bike
1142,181,red,2,car
1432,177,blue,2,car
1925,127,red,2,bike
2644,119,green,4,bike
2492,190,green,2,bike
1966,112,blue,2,bike
2012,175,green,4,bike
2186,101,blue,2,bike
1390,143,red,4,car
1691,130,green,2,bike
1767,173,red,4,car
1012,160,red,2,bike
1278,191,blue,2,car
1347,199,blue,2,bike
1857,141,green,2,bike
1619,172,blue,4,car
2854,180,blue,2,car
1893,140,green,4,bike
2683,158,green,4,car
2897,123,blue,2,car
2583,184,green,2,car
2034,163,red,2,car
1600,131,green,2,car
1699,149,green,4,bike
2798,147,red,2,bike
1288,111,green,4,bike
1791,161,blue,2,bike
1058,117,green,2,bike
1558,152,blue,2,bike
2151,176,red,2,bike
2585,181,red,4,car
1515,121,green,4,car
2413,117,green,4,bike
2317,105,green,2,car
2404,152,green,4,car
2782,142,green,4,bike
1901,183,green,4,car
1263,197,green,2,bike
2442,148,green,2,bike
1101,158,green,4,car
2565,110,blue,2,car
2981,199,blue,4,bike
1725,158,red,4,bike
1695,117,blue,2,bike
2182,121,blue,4,car
1575,134,red,4,car
2898,177,red,4,bike
1285,183,red,2,bike
2140,140,red,4,car
1979,143,blue,2,car
2742,137,green,2,car
1755,120,green,4,car
2998,101,red,2,car
2958,157,blue,4,car
1340,159,green,4,car
2499,144,blue,4,car
2521,151,green,2,car
1788,103,red,4,bike
2109,142,blue,4,car
2588,146,red,2,bike
1006,161,green,4,bike
1564,148,red,2,car
2233,175,red,4,car
1530,114,red,2,car
2396,186,red,2,bike
1793,119,red,2,bike
2246,169,blue,2,car
2367,199,green,4,bike
2534,182,green,2,car
2520,119,red,2,car
2484,139,green,4,bike
2800,141,red,2,bike
2956,156,green,4,bike
1739,112,green,4,bike
2632,120,red,4,car
2466,183,green,4,bike
2656,121,red,2,bike
2968,147,red,4,car
1935,103,blue,2,car
2783,148,green,2,bike
1628,155,red,4,car
1375,103,green,4,car
2398,180,red,2,bike
1685,200,red,4,bike
1503,149,red,4,car
2777,130,red,4,car
2942,116,green,4,car
2373,189,green,4,bike
2298,110,green,4,bike
2813,184,blue,2,car
1382,128,blue,4,car
1058,169,red,2,car
1201,175,green,4,bike
1161,143,green,2,bike
1724,144,blue,4,bike
2159,196,green,2,car
1054,161,red,2,bike
1344,155,green,2,car
1171,165,green,2,bike
2966,162,green,4,bike
1147,124,red,4,bike
1906,180,green,2,bike
1972,123,green,4,car
3000,171,green,4,car
2756,166,blue,4,bike
1568,147,red,4,car
1089,188,red,2,bike
2022,184,blue,4,bike
2094,188,red,4,bike
1942,199,blue,2,car
1388,129,blue,2,bike
1303,117,red,4,bike
1615,183,blue,4,bike
2589,147,red,2,bike
2897,185,blue,4,car
2598,150,blue,2,bike
2754,157,blue,2,car
1898,192,red,4,car
2534,181,green,2,car
2966,149,green,4,bike
1458,198,blue,4,car
2628,107,blue,4,bike
1429,183,blue,2,car
1941,136,blue,2,car
2289,116,red,2,car
2599,121,blue,4,car
1911,185,blue,4,car
1534,173,green,2,car
1823,180,red,2,bike
1150,162,red,2,car
2108,134,red,4,bike
2393,127,green,2,bike
1125,109,green,4,car
2852,155,red,2,car
2770,197,blue,4,car
1377,185,blue,2,bike
2974,183,blue,2,car
2290,150,green,4,bike
1497,149,red,4,car
2435,125,green,2,bike
2215,134,green,4,bike
2400,122,green,2,bike
1403,171,red,2,car
2029,112,red,4,bike
2681,173,red,4,bike
2192,194,blue,2,car
2872,116,blue,4,bike
1108,114,red,4,bike
1827,156,blue,2,car
1484,173,blue,2,bike
2632,181,blue,4,bike
2229,115,blue,2,bike
1457,200,red,2,car
2315,105,red,2,bike
1736,199,red,2,bike
1883,147,green,4,bike
2353,195,red,4,bike
2274,109,green,4,car
1767,126,red,2,car
2669,171,blue,2,bike
2385,158,green,2,bike
1858,155,green,4,bike
2232,147,blue,4,bike
2395,134,green,4,bike
2653,102,red,4,bike
1394,158,green,4,bike
2985,107,red,2,bike
1085,119,red,2,car
2462,200,red,2,car
1036,105,green,4,car
2393,184,blue,4,bike
1620,198,green,4,bike
2613,192,red,4,car
2654,189,blue,4,car
1433,157,red,2,car
2823,154,red,2,bike
2882,197,green,2,car
2100,193,blue,4,car
1432,118,green,2,bike
2498,149,green,2,car
2818,159,blue,2,bike
1259,177,red,4,car
1017,156,green,4,bike
2202,190,blue,4,bike
2582,190,red,4,car
2402,198,blue,4,bike
2468,106,green,2,bike
1781,112,blue,2,bike
2559,140,blue,2,car
2801,178,red,2,bike
1951,200,red,2,bike
2538,191,blue,4,bike
2992,127,green,4,bike
1514,181,red,2,car
1821,133,red,4,car
1177,181,green,2,bike
2686,157,blue,2,bike
2672,168,green,2,bike
2011,124,red,4,car
1922,117,blue,4,bike
1811,193,blue,4,car
1794,108,blue,4,car
2956,150,blue,2,bike
1573,177,blue,2,bike
1638,196,blue,4,bike
2756,178,blue,2,bike
1453,153,green,4,bike
1095,200,blue,2,car
1839,158,green,4,car
1872,104,red,4,car
1034,145,blue,2,car
1764,131,blue,2,bike
1500,154,blue,2,car
2687,128,green,2,car
1854,154,green,2,car
2737,122,blue,4,bike
2607,165,green,2,bike
1988,101,blue,4,bike
2397,166,green,4,bike
2763,156,blue,4,bike
1451,180,red,2,bike
1198,102,red,4,car
1119,119,red,4,bike
2107,141,green,2,bike
2411,174,green,4,bike
1084,154,red,4,car
2776,184,green,4,car
2336,148,blue,2,car
2145,180,green,4,car
2293,199,red,4,bike
1845,126,red,2,bike
2853,157,blue,4,bike
1776,173,green,2,car
2444,173,green,4,car
1931,139,green,4,bike
2174,121,green,4,car
2299,198,red,2,car
2856,197,red,4,bike
1755,141,green,2,bike
2833,109,blue,2,bike
1199,194,red,2,car
2594,170,blue,2,bike
2108,179,blue,2,car
1608,157,red,4,bike
2704,175,red,2,bike
2287,140,green,4,car
1457,141,green,2,car
1531,187,red,4,bike
1804,152,green,2,bike
2729,150,green,2,car
2458,186,green,4,bike
2958,182,red,2,car
2538,166,red,2,car
1700,128,red,2,bike
2901,132,green,2,bike
1750,166,blue,2,car
1039,150,red,2,car
1571,145,red,2,bike
1306,109,green,2,car
2938,137,red,2,bike
2593,102,red,4,car
1052,178,green,4,bike
2976,120,green,2,bike
1306,105,blue,4,bike
1616,121,blue,2,car
2905,142,red,2,bike
2129,117,green,2,bike
2148,114,green,2,bike
2922,110,green,2,car
2404,165,green,4,bike
2814,163,red,4,car
1524,196,green,4,car
1776,158,green,4,bike
2910,138,blue,2,car
1884,157,green,4,car
2561,133,red,2,bike
1831,110,green,4,bike
2615,157,green,2,car
2094,149,red,2,car
1412,198,red,2,car
2217,178,green,2,car
2179,200,red,4,bike
2275,149,red,4,car
1738,130,red,4,car
1273,162,blue,4,bike
1299,112,red,4,bike
1290,194,blue,2,bike
2035,176,green,4,car
1572,187,red,2,bike
2405,180,blue,4,car
2131,191,blue,4,car
2791,110,green,4,bike
1309,150,red,4,bike
1287,138,red,4,car
2528,186,blue,2,car
2462,139,blue,4,car
1890,155,red,4,car
1251,168,red,2,bike
2720,113,red,4,bike
1304,200,blue,4,bike
2977,156,red,4,bike
1195,151,green,2,car
2042,138,blue,4,car
2154,193,green,2,car
1694,116,green,2,bike
2416,101,green,2,bike
1149,183,blue,2,bike
2701,178,green,2,bike
2744,191,red,2,bike
1233,142,red,2,bike
1704,155,green,4,car
1807,186,green,4,bike
1973,124,green,4,car
1287,110,blue,2,car
2905,125,blue,4,bike
2803,143,red,4,car
2203,196,green,4,bike
1729,155,blue,4,car
1507,109,green,2,bike
2532,136,green,4,bike
2142,147,red,4,car
1202,198,blue,2,car
2120,112,blue,2,bike
2272,155,blue,2,bike
2613,102,red,4,car
2698,176,red,2,bike
1101,130,red,4,bike
1464,141,green,4,bike
2007,188,red,2,car
1453,165,green,2,car
1029,175,red,4,car
2736,106,blue,4,bike
2178,194,green,4,car
1104,159,blue,4,bike
2814,148,green,4,bike
1664,100,green,4,car
2055,117,green,4,bike
2396,105,green,2,car
2800,175,blue,2,car
1754,194,green,2,car
2310,156,red,2,bike
1131,141,blue,2,bike
1646,174,blue,2,bike
2389,137,green,4,bike
1701,159,red,4,car
2065,149,green,4,bike
2133,183,blue,2,bike
2062,158,blue,2,car
1382,107,blue,2,car
2392,174,blue,2,car
1360,191,green,4,car
2377,191,green,4,car
1121,154,green,2,car
1885,123,blue,4,bike
1829,161,green,4,car
2194,180,green,2,bike
2973,104,blue,4,car
2619,171,red,2,car
2395,134,red,2,car
1721,191,red,4,bike
1302,180,green,2,bike
1642,125,red,4,car
1076,171,blue,2,car
1572,183,green,4,bike
1114,167,red,4,car
2385,162,red,2,car
2527,190,red,4,car
2563,188,green,4,car
1178,112,blue,4,bike
1075,183,red,2,car
1613,131,red,2,car
2338,194,blue,4,car
1718,131,green,2,car
2344,114,blue,4,bike
1316,117,red,2,car
1907,102,blue,4,car
2091,146,red,4,bike
1636,111,green,2,bike
1442,166,green,2,bike
1035,119,blue,4,bike
1641,122,red,2,bike
2410,102,blue,4,car
2800,190,green,4,bike
1748,144,green,4,car
1835,175,green,4,bike
2434,109,red,2,bike
1823,106,green,2,bike
2969,145,red,2,car
1394,196,red,4,car
1702,165,green,2,bike
2399,185,green,2,car
2920,173,red,4,car
1684,144,blue,2,car
1843,146,green,4,car
2450,196,blue,4,bike
2511,197,red,4,car
2073,114,blue,4,car
2072,101,blue,2,car
1547,146,blue,4,bike
2855,102,green,4,car
2228,157,green,4,bike
2538,148,red,4,car
2257,154,blue,2,bike
2433,155,red,4,car
2174,103,green,4,car
2438,190,red,2,bike
2789,166,blue,2,bike
1141,194,green,4,car
3000,169,blue,4,car
1557,137,blue,2,car
2864,190,blue,2,car
2091,162,blue,2,bike
2796,125,red,2,bike
2292,146,red,4,bike
2757,110,red,4,bike
1059,141,green,2,car
1252,110,green,2,bike
1129,140,red,4,bike
2268,182,red,4,car
1188,134,blue,2,bike
1925,119,blue,4,car
2505,159,red,4,car
2141,111,green,2,car
1921,165,red,4,car
2007,157,green,4,car
2149,145,blue,2,bike
2383,128,blue,2,bike
2155,169,green,2,car
2952,173,red,2,bike
1401,194,green,4,bike
1270,162,green,4,car
1369,149,blue,2,car
2436,151,red,2,car
2217,152,green,2,car
1323,157,blue,2,car
1074,185,red,4,bike
2711,157,red,4,car
1730,129,blue,4,bike
2358,178,green,4,car
1648,103,green,4,bike
1463,126,blue,2,car
1052,158,green,4,bike
1064,127,green,2,bike
1845,153,green,2,car
2245,155,red,2,bike
1689,100,red,2,bike
2921,139,blue,2,bike
2786,144,blue,2,bike
2796,158,red,4,car
2150,197,blue,2,bike
1379,193,blue,4,bike
2594,169,green,2,bike
2867,188,green,4,bike
2415,200,blue,4,bike
1320,174,red,2,car
1424,151,green,4,car
1876,178,red,4,car
2217,199,red,2,car
1660,184,red,2,car
2428,193,blue,2,car
1526,190,blue,2,bike
2317,164,blue,4,bike
1420,164,green,4,car
2827,129,blue,4,bike
1629,108,blue,4,bike
1608,180,green,2,car
1667,199,red,4,bike
2146,138,blue,4,bike
2323,179,green,2,car
1162,110,blue,2,car
2300,192,blue,4,car
1622,169,green,4,bike
2876,191,red,2,car
2540,145,blue,2,car
2492,192,red,4,car
1845,138,blue,4,bike
2720,178,blue,4,car
1223,122,red,4,car
2630,132,red,2,car
2293,190,red,2,bike
2607,119,green,2,bike
2143,119,green,2,bike
2133,162,red,4,bike
2382,133,blue,2,car
1701,160,green,2,car
1100,194,blue,4,car
1714,188,red,4,bike
1092,178,red,4,car
1502,107,green,4,bike
2801,138,blue,4,bike
1808,184,blue,2,car
1387,177,red,2,car
2066,136,green,2,bike
1058,103,blue,4,car
2024,192,red,4,car
2756,129,blue,4,car
2096,106,red,4,bike
1530,170,red,2,car
1500,181,green,4,car
1821,111,blue,4,car
2200,119,green,2,car
2990,161,red,4,bike
2567,134,blue,4,bike
2687,199,red,4,bike
2514,152,green,4,car
2942,123,blue,4,bike
